Gene_ID,logFC_WT,logFC_phyB,logCPM_WT,logCPM_phyB,PValue_WT,PValue_phyB,FDR_WT,FDR_phyB,sig_conditions,GO:0009507_Chloroplast,A._thaliana_best_hit,Symbol,Description,WT.P_Avg_CPM,phyB.P_Avg_CPM,WT.24_Avg_CPM,phyB.24_Avg_CPM,WT.D_Avg_CPM,phyB.D_Avg_CPM,WT.R_Avg_CPM,phyB.R_Avg_CPM
BraA06003425,7.04584195405349,0.190990857507079,4.73360908763387,4.73360908763387,1.43998487222972E-06,0.841356643577643,6.65453960331642E-06,0.867366621031707,WT_up,-,AT2G18193,AT2G18193,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.835911,11.44324,1.457241,10.243672,157.608076,14.146467,19.929073,3.339433
BraA04000325,1.69014018188805,0.344199692667943,4.80081078869402,4.80081078869402,1.6308475241957E-06,0.255179019696196,7.39969444532726E-06,0.311584504773731,WT_up,-,AT3G57800,AT3G57800,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,15.66146,36.0695,11.87766,31.13383,64.39615,53.95465,11.10487,14.32707
BraA09001604,1.53817543585105,0.708979931442654,3.4769748963757,3.4769748963757,1.75500319750689E-06,0.015847567562784,7.89024573800585E-06,0.026281815766329,WT_up,-,AT1G63500,BSK7,kinase with tetratricopeptide repeat domain-containing protein,5.987097,9.011171,7.884008,10.163015,22.573083,17.074658,8.722055,9.371222
BraA08003795,1.22451573243747,0.452407682288576,3.39752795253274,3.39752795253274,1.92823990104061E-06,0.050122303377536,8.56632685362101E-06,0.073600620875307,WT_up,-,AT1G07640,OBP2,Dof-type zinc finger DNA-binding family protein,5.893306,8.718072,7.78759,10.632445,17.99485,13.864029,11.159449,8.419276
BraA03003710,4.0938544938831,1.93416752044199,3.7454150676125,3.7454150676125,1.99110694278306E-06,0.009860350436633,8.79349699197681E-06,0.017286914220607,WT_up,-,AT3G10986,AT3G10986,LURP-one-like protein (DUF567),3.165132,4.585708,2.939408,4.319884,69.600129,20.253196,3.956991,2.357136
BraA02003218,1.09565489723737,0.601343045384005,5.56329214090348,5.56329214090348,2.07968346072134E-06,0.006238962623544,9.11562731042992E-06,0.011460062048616,WT_up,-,AT5G47120,BI1,BAX inhibitor 1,31.68957,37.29211,38.75136,49.2314,88.44367,66.24995,38.82738,36.74569
BraA08002841,4.96501934481307,2.43392515558391,2.33098221282888,2.33098221282888,2.08069995949371E-06,0.006837819818411,9.11754380914005E-06,0.012443899172366,WT_up,-,AT1G28190,AT1G28190,hypothetical protein,0.6036742,1.0440282,1.1605889,1.2538812,26.8617617,6.6453107,2.1714465,0.7893649
BraA04002795,1.71874035187168,0.825040044427774,2.47825251710556,2.47825251710556,2.12826368293952E-06,0.012525946311115,9.29233574742524E-06,0.021300604465962,WT_up,yes,AT2G38770,EMB2765,P-loop containing nucleoside triphosphate hydrolases superfamily protein,3.237033,5.332439,3.269967,4.207217,13.75825,10.879846,2.141,3.268113
BraA09002844,2.49707140441923,0.765335164252753,2.71164212505183,2.71164212505183,2.27079057311746E-06,0.086880718840757,9.82469588259176E-06,0.11985122826937,WT_up,-,AT4G06744,AT4G06744,Leucine-rich repeat (LRR) family protein,2.005566,5.871755,3.103055,4.507881,15.251613,11.687065,6.412397,5.194202
BraA07004066,1.23492037430762,0.595202858626975,2.9619166868724,2.9619166868724,2.33020295410346E-06,0.013428427583663,1.00458489448339E-05,0.022667358999757,WT_up,-,AT1G16890,UBC36,ubiquitin-conjugating enzyme 36,4.130951,7.172347,6.847086,7.596239,12.716314,12.624194,5.75895,6.277006
BraA10003047,1.95327099388777,0.356527263309492,2.58910028362727,2.58910028362727,2.52044822409513E-06,0.310685511173195,1.07540946183945E-05,0.370132451246298,WT_up,-,AT5G03640,AT5G03640,Protein kinase superfamily protein,2.406339,6.629288,2.647213,6.8458,12.274114,10.130293,3.027051,5.983412
BraA06002162,1.77509895516574,0.931235920721044,2.34174246628124,2.34174246628124,3.0229388872762E-06,0.009325776130899,1.25643142555393E-05,0.016448645932357,WT_up,-,AT1G19850,MP,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-like protein,2.535806,2.581565,3.136027,2.784748,11.103516,5.847532,5.23954,6.467983
BraA08003660,2.57354242179157,0.590979917257408,3.48004505386886,3.48004505386886,3.10584023590283E-06,0.208918916279998,1.28748815678458E-05,0.261584897163883,WT_up,-,AT1G10170,NFXL1,NF-X-like 1,4.516238,9.269655,4.954467,10.100597,35.623319,16.022513,5.759417,6.79949
BraA07002948,3.02590258168838,1.35935636812711,2.49485761314896,2.49485761314896,3.2363712224005E-06,0.015856529667027,1.33456858895949E-05,0.026291138413464,WT_up,yes,AT3G45140,LOX2,lipoxygenase 2,1.451324,4.411246,1.587881,3.465192,15.841943,13.158872,3.329569,4.569015
BraA07003507,1.55963389575315,0.470725600433522,3.77508223243359,3.77508223243359,3.56174756588701E-06,0.117908508973531,1.45275736426695E-05,0.157732443586892,WT_up,-,AT1G71960,ABCG25,ATP-binding casette family G25,7.13601,10.427932,8.466878,8.933682,27.440433,17.26403,14.48703,15.827591
BraA06003315,1.63679325574349,-0.146676574798673,4.74188556490214,4.74188556490214,3.72274998902923E-06,0.632948742622826,1.50943031497476E-05,0.683447431493673,WT_up,-,AT5G65380,AT5G65380,MATE efflux family protein,10.45872,21.08766,13.36455,29.39112,41.81672,22.47868,32.66479,48.38725
BraA01002626,1.36765276198401,0.788941649104721,3.46232951007779,3.46232951007779,3.86523736703857E-06,0.005520652272239,1.55997015787659E-05,0.010264005051387,WT_up,-,AT3G47940,AT3G47940,DNAJ heat shock family protein,6.731125,8.703254,7.358682,8.671586,22.448668,17.636756,8.459946,9.696791
BraA02002482,3.23902479982432,1.70568044621669,2.06206173391629,2.06206173391629,4.32146472699377E-06,0.006709130482158,1.71723945475592E-05,0.012235165541555,WT_up,-,AT1G75540,BBX21,salt tolerance homolog2,0.8910323,2.2389417,1.3936028,2.3120019,11.8823774,8.814253,2.9262854,4.1316801
BraA03002016,3.99300717772866,1.71178129974622,4.52474768342045,4.52474768342045,4.67788977684214E-06,0.024874947847442,1.84213122560659E-05,0.03948882290658,WT_up,yes,AT2G36800,DOGT1,don-glucosyltransferase 1,4.710275,6.641153,4.5325,8.073253,101.195087,25.453766,16.801412,24.857829
BraA03003201,2.32218818411151,1.10957358751333,2.56244544766815,2.56244544766815,5.00193656254877E-06,0.016482016941705,1.95264091008228E-05,0.027201588682742,WT_up,-,AT4G00500,AT4G00500,alpha/beta-Hydrolases superfamily protein,2.218553,4.326241,3.481371,3.628614,14.583185,11.167441,4.75473,3.644111
BraA06004448,1.87278706982039,0.988381495135878,3.66098161300025,3.66098161300025,5.50945342863239E-06,0.010930734503929,2.12650311345448E-05,0.018912802142667,WT_up,-,AT2G02870,AT2G02870,Galactose oxidase/kelch repeat superfamily protein,6.224554,8.682372,7.624653,9.122893,29.180584,20.460208,10.548549,11.619766
BraA03002625,5.13947558272671,-1.12562567979089,3.45579553716627,3.45579553716627,6.08944249363708E-06,0.186314838828097,2.32189498182771E-05,0.236633225462297,WT_up,yes,AT5G52930,AT5G52930,hypothetical protein (DUF295),0.8954532,13.9462482,1.4159289,16.4901052,41.4577806,7.0443725,3.9993372,8.447758
BraA02001008,2.05671537779137,0.788313146800202,4.60982386852026,4.60982386852026,6.11976765822325E-06,0.055860561799709,2.33119900630285E-05,0.080984180043052,WT_up,-,AT5G21090,AT5G21090,Leucine-rich repeat (LRR) family protein,10.2672,19.91765,16.61581,33.77362,56.37151,39.5332,13.20159,16.31826
BraA10002363,1.13987562585445,0.671479765282932,3.4038389264568,3.4038389264568,6.12348897243715E-06,0.006047945129891,2.33205217580839E-05,0.011146915262821,WT_up,-,AT5G12390,FIS1B,Tetratricopeptide repeat (TPR)-like superfamily protein,6.875263,9.018767,8.28546,9.957736,19.646166,16.761851,8.000616,7.322014
BraA05003503,1.06085374697061,0.523635705090322,3.98381444497722,3.98381444497722,6.72852002500198E-06,0.019448340697064,2.533658018984E-05,0.031600793080601,WT_up,yes,AT3G16170,AAE13,AMP-dependent synthetase and ligase family protein,10.06956,11.82684,11.00274,12.1268,27.37938,19.78315,18.35322,16.65419
BraA02001867,1.2204704658755,0.261988721941937,3.69191311006896,3.69191311006896,6.97653688222779E-06,0.281807132765429,2.61143140371618E-05,0.339896112622824,WT_up,-,AT1G66350,RGL1,RGA-like 1,8.481433,14.153019,7.459654,11.036648,25.43379,19.912396,9.824317,9.985124
BraA04002293,1.03880520255272,0.574412803056233,4.54670425442925,4.54670425442925,7.03514836106376E-06,0.010245900257384,2.62961850399296E-05,0.017861387756256,WT_up,yes,AT2G31260,APG9,autophagy 9 (APG9),16.36462,21.15815,15.29768,19.43676,43.42347,36.66793,18.959,20.66917
BraA03001163,1.34175413632084,0.708075568401891,5.89344762448026,5.89344762448026,7.46440245384003E-06,0.013909330253614,2.76351609008988E-05,0.023395261614862,WT_up,-,AT5G59890,ADF4,actin depolymerizing factor 4,37.48884,52.91097,48.61442,61.32242,123.16864,102.08021,35.42226,31.96892
BraA05000164,5.03578932526031,0.821117848360591,2.45036869507064,2.45036869507064,7.78967177543296E-06,0.356559751642293,2.86470639591857E-05,0.418176360456477,WT_up,-,AT2G47000,ABCB4,ATP binding cassette subfamily B4,0.6241114,1.7422632,0.7421411,5.4819446,28.6723146,3.6271885,2.1297912,1.3753341
BraA04002933,1.13290809916554,0.473123887313541,5.12070191375612,5.12070191375612,8.15391579675481E-06,0.047051069353021,2.98124586854636E-05,0.069571050410197,WT_up,-,AT2G40540,KT2,potassium transporter 2,20.17157,32.94404,23.20159,27.78756,57.86802,53.35744,33.57766,37.27103
BraA07000129,2.06408342977292,0.854177802741382,2.76999695076533,2.76999695076533,8.50924743242664E-06,0.04209306445932,3.09391440486014E-05,0.062931690215587,WT_up,yes,AT2G19490,RECA2,recA DNA recombination family protein,2.921713,5.799947,3.041562,8.140608,15.713063,11.947794,2.821492,7.176705
BraA05004200,1.10323924156237,0.355395900402328,6.05717117630895,6.05717117630895,8.63196523593611E-06,0.122291920109042,3.13346708518529E-05,0.162848969756034,WT_up,-,AT3G08590,iPGAM2,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent",44.86083,59.51646,45.40344,49.20093,125.64884,88.87418,61.61353,69.57778
BraA03001771,1.30855302195313,0.193571049266886,3.30017420373053,3.30017420373053,8.77610235016573E-06,0.46072098812235,3.17919104698754E-05,0.521746050294682,WT_up,-,AT2G31570,GPX2,glutathione peroxidase 2,5.170776,8.626545,6.769404,8.776061,16.266725,11.522023,10.231005,11.895004
BraA06004605,3.30129856742057,1.61267221017121,2.96191320557613,2.96191320557613,8.80461648853726E-06,0.015024657179001,3.18731976838952E-05,0.025080931593751,WT_up,-,AT5G47550,AT5G47550,Cystatin/monellin superfamily protein,1.695327,4.806772,1.964742,3.904867,23.258845,17.69692,4.670264,8.243486
BraA08002297,4.84201795131911,1.39532871047016,5.21943872951795,5.21943872951795,9.50712174749224E-06,0.111685903084147,3.40172985463805E-05,0.150020149730711,WT_up,-,AT4G35720,AT4G35720,"DUF241 domain protein, putative (DUF241)",3.814727,21.770898,1.072696,14.316678,154.205224,70.822255,19.849387,36.745743
BraA04002958,2.81810492307026,1.41018806745783,5.1303989620682,5.1303989620682,9.78805548376049E-06,0.017290833792686,3.48955817246637E-05,0.028405983080772,WT_up,-,AT2G40820,AT2G40820,stomatal closure actin-binding-like protein,14.033634,18.97638,16.616955,33.563583,131.937379,61.183448,14.611433,7.075387
BraA07003953,1.09208702408363,0.619914735308844,5.29918363889909,5.29918363889909,1.04763922199855E-05,0.010406522100669,3.69893256039864E-05,0.018111306707711,WT_up,-,AT1G77480,AT1G77480,Eukaryotic aspartyl protease family protein,24.81044,35.21412,36.80039,44.15168,69.46112,62.27287,25.05992,28.13139
BraA02003998,2.55740371360985,1.47610044924299,4.53000639542793,4.53000639542793,1.07210615449825E-05,0.00733145275745,3.77684665886358E-05,0.013270131830988,WT_up,-,AT5G28300,AT5G28300,Duplicated homeodomain-like superfamily protein,9.077739,17.670755,7.200893,12.591741,70.426168,56.521602,14.325834,12.989015
BraA08000118,3.48418680079822,1.45021321632773,2.09566092886781,2.09566092886781,1.07736952645613E-05,0.035612883558174,3.78860508186316E-05,0.054253463724899,WT_up,-,AT1G54120,AT1G54120,hypothetical protein,0.882245,2.562677,1.329035,2.068349,14.143666,8.453463,3.127361,2.633186
BraA01000357,2.55753252151339,1.54430471992304,4.43373581755095,4.43373581755095,1.08363296853861E-05,0.005879634106625,3.80348976718233E-05,0.010873627169344,WT_up,-,AT4G35070,AT4G35070,SBP (S-ribonuclease binding protein) family protein,8.648347,11.132422,9.925633,16.0901,66.429062,38.034168,16.733609,14.435613
BraA03005962,1.87356817196616,0.995715719184015,3.92806987769727,3.92806987769727,1.08865435688561E-05,0.014360741676699,3.81720195530842E-05,0.024090170946525,WT_up,yes,AT4G30490,AT4G30490,AFG1-like ATPase family protein,7.414234,11.11114,8.505799,10.346577,36.204507,26.119472,10.219357,16.288902
BraA09006946,4.0293202557206,2.16652382953613,4.07748846869651,4.07748846869651,1.1871215027451E-05,0.010861274090582,4.12205878076502E-05,0.0188070906695,WT_up,-,AT1G02860,NLA,SPX (SYG1/Pho81/XPR1) domain-containing protein,3.709636,4.012005,4.946164,4.233286,78.336504,22.22111,13.720412,5.790607
BraA05004090,1.14098478230077,0.636553320968401,3.41977025744248,3.41977025744248,1.2058535615403E-05,0.011426725321839,4.18156753880685E-05,0.019671514444465,WT_up,-,AT3G09900,RABE1e,RAB GTPase homolog E1E,6.846678,10.13709,7.382922,8.053611,19.862686,18.467467,8.327107,8.773183
BraA06000747,1.36060790465967,0.756651436546985,2.62571274748409,2.62571274748409,1.21027836874708E-05,0.012071971608676,4.19413948130317E-05,0.020637866093251,WT_up,-,AT5G41010,NRPB12,"DNA directed RNA polymerase, 7 kDa subunit",3.578316,4.713562,4.044215,5.595828,11.952969,9.279282,5.679018,4.276155
BraA02003347,5.97065144455354,1.71118349432639,1.42060067146933,1.42060067146933,1.23788933328986E-05,0.081810952636574,4.28039940816838E-05,0.113560755181599,WT_up,-,AT2G01520,MLP328,MLP-like protein 328,0.1138537,1.2458037,0.2710253,0.5508664,12.1514055,5.0596098,1.2160629,1.2648741
BraA06004968,2.22166930367637,1.13417572333137,2.10797873716447,2.10797873716447,1.29099564858644E-05,0.018363382369593,4.4415894008198E-05,0.03001138391625,WT_up,yes,AT4G39110,AT4G39110,Malectin/receptor-like protein kinase family protein,1.858033,2.851233,1.935815,2.575202,11.614523,7.399763,3.242358,2.880104
BraA07001410,1.52346851357729,0.838883596050768,3.46522238538582,3.46522238538582,1.29249511266096E-05,0.01234632488609,4.44577645832244E-05,0.021056577495617,WT_up,-,AT1G22910,AT1G22910,RNA-binding (RRM/RBD/RNP motifs) family protein,6.404328,9.300109,6.166995,7.657214,23.910079,19.725924,9.986845,7.596671
BraA09001300,5.11404665924031,1.01793944950271,2.68852524029142,2.68852524029142,1.31436105871695E-05,0.227667173935347,4.51506832479372E-05,0.282141667407476,WT_up,yes,AT1G20750,AT1G20750,RAD3-like DNA-binding helicase protein,0.4480458,8.5658443,0.6360116,2.6175823,18.4374081,18.624396,1.9971195,5.1184621
BraA02000912,1.55203618390043,0.936396769918029,5.13590497020669,5.13590497020669,1.35632230124575E-05,0.007649248254913,4.63896415071884E-05,0.013781955990423,WT_up,yes,AT5G19590,AT5G19590,"DUF538 family protein (Protein of unknown function, DUF538)",18.58535,24.28805,23.67479,31.23728,71.19228,54.08118,33.51775,32.7243
BraA08000718,2.31283374243373,1.09811442530036,6.73895016027627,6.73895016027627,1.36157043429501E-05,0.028099842304131,4.65388026836123E-05,0.043978474482154,WT_up,-,AT1G42990,BZIP60,basic region/leucine zipper motif 60,46.83969,69.04118,54.64235,78.13339,306.22664,168.31478,78.4955,98.00939
BraA08002975,1.06090399514115,0.610030531883363,3.92848971554512,3.92848971554512,1.38261887789361E-05,0.010507240679822,4.70844247902324E-05,0.018264380817272,WT_up,-,AT1G26580,AT1G26580,ELM2 domain protein,9.956394,13.283872,10.8697,12.261795,26.82639,23.364218,13.680495,14.083359
BraA09006952,1.22880745011568,0.73009570663411,3.41916440453659,3.41916440453659,1.41420765782943E-05,0.008147423099145,4.80354521671022E-05,0.014579362495472,WT_up,-,AT1G02750,AT1G02750,Drought-responsive family protein,5.71108,8.871133,6.737569,8.821994,17.564225,17.047591,11.036541,11.390981
BraA05000202,1.25219505529791,0.686776135303733,4.85866019762486,4.85866019762486,1.4327528590479E-05,0.014397262855762,4.85919629420683E-05,0.024141143853169,WT_up,-,AT2G46640,AT2G46640,NAD-dependent protein deacetylase HST1-like protein,19.14548,28.8733,18.22459,21.03588,59.53454,55.62107,22.32643,16.61597
BraA08001332,1.25701197700285,0.690227112625279,4.54370993219569,4.54370993219569,1.48269899793077E-05,0.014898844157029,5.00593784372166E-05,0.024894671659409,WT_up,-,AT4G17530,RAB1C,RAB GTPase homolog 1C,15.15573,17.13088,17.47309,20.25237,46.79391,32.7295,19.86847,20.93866
BraA09004366,2.42480978919972,1.20071910110002,3.01645568893687,3.01645568893687,1.49102511038082E-05,0.020413476224091,5.02973322704545E-05,0.033042792653968,WT_up,-,AT1G22190,AT1G22190,Integrase-type DNA-binding superfamily protein,2.626746,5.523668,3.189401,2.878078,18.277304,15.481641,7.391019,10.828544
BraA09005982,1.22944930129744,0.215401157496307,2.97183057219041,2.97183057219041,1.58279331942264E-05,0.41004192617052,5.30079649615766E-05,0.471615631561855,WT_up,yes,AT2G19530,AT2G19530,transmembrane protein,5.356085,6.992473,5.605499,6.911457,16.158456,9.27421,6.159562,6.246685
BraA02000967,2.54271786959644,1.43944388175721,2.70890716970023,2.70890716970023,1.61773585146299E-05,0.01060524296354,5.40619157155572E-05,0.018418035981628,WT_up,-,AT5G20510,AL5,alfin-like 5,2.064723,3.220349,4.052485,5.540556,16.686748,10.239604,5.838778,5.559782
BraA04002435,2.80933811716186,1.54558751165823,6.67770847641875,6.67770847641875,1.62110721617052E-05,0.012408240813393,5.41400967165797E-05,0.021141557740073,WT_up,yes,AT2G33380,RD20,Caleosin-related family protein,27.00205,57.84006,37.20526,58.23954,245.43443,198.75879,121.82665,110.05406
BraA10000005,1.36098520512977,0.868842075025903,3.43293399421273,3.43293399421273,1.63928361689623E-05,0.005512110357795,5.46312177216741E-05,0.010251756709405,WT_up,yes,AT1G02140,MAGO,mago nashi family protein,5.865665,8.376886,6.950069,8.726122,19.841875,17.787933,9.113311,11.738176
BraA10000910,5.00752359302687,2.44450957212842,1.97885817019423,1.97885817019423,1.75409581539523E-05,0.008870349045804,5.80030843158003E-05,0.015728207049787,WT_up,-,AT5G53200,TRY,Homeodomain-like superfamily protein,0.2653129,2.1734625,0.0775751,4.4678519,11.1619288,14.2075066,0.2410943,2.4299943
BraA03006109,3.27472602361728,1.91488442687181,2.62509743608191,2.62509743608191,1.75953814999681E-05,0.010007174286677,5.81553554576365E-05,0.017509217793719,WT_up,-,AT4G32070,Phox4,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein,1.717804,1.404429,2.202155,1.768692,22.155504,6.387509,7.178845,5.849324
BraA05002619,1.1730489883492,0.716149526635438,2.82644603407711,2.82644603407711,1.95795130270474E-05,0.008260806922857,6.38610527595871E-05,0.014750436865091,WT_up,-,AT3G21480,AT3G21480,BRCT domain-containing DNA repair protein,4.692355,6.386174,5.152375,6.10398,13.679215,12.211533,4.503141,4.945427
BraA08004017,6.63086295391575,1.67049480826905,1.36602055357608,1.36602055357608,1.98806960010066E-05,0.142293852161604,6.47469801481158E-05,0.186285056393882,WT_up,yes,AT1G02400,GA2OX6,gibberellin 2-oxidase 6,0.09610425,0.68069491,0.11865189,0.07034162,15.86432252,2.73184976,0.65122366,0.293652
BraA05004696,1.25160286751302,0.296454220665662,3.6950807636935,3.6950807636935,2.00171483915765E-05,0.273738091538612,6.51509337641469E-05,0.331280759712267,WT_up,yes,AT3G01280,VDAC1,voltage dependent anion channel 1,7.168705,10.940729,9.978138,14.270213,22.141138,15.811289,10.181981,15.09526
BraA08002186,1.52153927973879,0.770327735090561,4.31296103451881,4.31296103451881,2.03710919497224E-05,0.024911380935308,6.61115437708516E-05,0.039532311441894,WT_up,-,AT4G26760,MAP65-2,microtubule-associated protein 65-2,11.09751,16.89803,11.69201,12.82799,42.40245,33.69502,19.19273,16.9563
BraA09002657,1.31662530454993,0.80816323790743,4.49966854055885,4.49966854055885,2.05842975907289E-05,0.008474759598149,6.67071945806202E-05,0.015096504761755,WT_up,-,AT4G11800,AT4G11800,Calcineurin-like metallo-phosphoesterase superfamily protein,13.6394,17.13095,18.50927,18.50217,44.02433,35.37735,18.75169,18.8388
BraA02003731,1.59088831101415,0.94650797070193,5.02630106256725,5.02630106256725,2.07725437749177E-05,0.010406025676597,6.72341844575785E-05,0.018111306707711,WT_up,yes,AT1G14610,TWN2,valyl-tRNA synthetase / valine-tRNA ligase (VALRS),18.64523,23.79506,25.81887,24.35125,73.31605,53.76333,26.41948,21.56083
BraA03002917,2.27395542813169,1.44143098093733,2.67194340417333,2.67194340417333,2.12086020342097E-05,0.005898162344472,6.84344805285899E-05,0.010905330118876,WT_up,-,AT4G11220,BTI2,VIRB2-interacting protein 2,2.346281,3.42401,4.042995,3.184227,15.385268,11.090215,5.604909,6.689292
BraA07003327,1.92076575603136,0.68604855161172,6.36108718310199,6.36108718310199,2.25606457173934E-05,0.105415141929871,7.21463965038138E-05,0.142301400855589,WT_up,yes,AT1G69870,NRT1.7,nitrate transporter 1.7,31.61249,45.37989,41.81748,62.45014,157.35369,88.16763,115.7401,127.80629
BraA05001641,2.18138409734083,0.979604190232482,4.99831308373845,4.99831308373845,2.4049490283675E-05,0.04381533038546,7.62875810288279E-05,0.065297688946485,WT_up,-,AT5G37260,RVE2,Homeodomain-like superfamily protein,10.328003,17.087764,8.184941,11.659557,62.438714,41.47485,43.783207,68.789842
BraA09001682,1.61275590108774,0.769514385097136,8.68984967994948,8.68984967994948,2.55130018186623E-05,0.03771867926773,8.03309959243339E-05,0.057063822729149,WT_up,-,AT1G62380,ACO2,ACC oxidase 2,224.8968,336.1468,270.868,544.9396,899.4956,657.3323,249.3569,298.7916
